iter	RMSE
282	0.3346801466
283	0.3344752988
284	0.3342240318
285	0.3340175968
286	0.3338742565
287	0.3337516116
288	0.3335488132
289	0.333422655
290	0.33321964
291	0.332967728
292	0.3328262468
293	0.3326566288
294	0.3325116826
295	0.3323276892
296	0.3321361
297	0.3319593945
298	0.3318578732
299	0.3317269763
300	0.3315723073
301	0.3314159909
302	0.3312995964
303	0.3311278766
304	0.3310510927
305	0.3309471408
306	0.3307178215
307	0.3306896789
308	0.3305587979
309	0.3304325521
310	0.3302616538
311	0.3300918871
312	0.3299398632
313	0.3298979547
314	0.3297855358
315	0.3297756644
316	0.3296824782
317	0.3295344067
318	0.3294498887
319	0.3293073477
320	0.3291394813
321	0.3290165795
322	0.3288448644
323	0.3286861979
324	0.3285322045
325	0.3284793146
326	0.3282945885
327	0.3281661172
328	0.3280322442
329	0.3280027247
330	0.327886529
331	0.3277612947
332	0.3275643284
333	0.3274116613
334	0.3272434012
335	0.32713599
336	0.3270658517
337	0.3269087715
338	0.3268265372
339	0.3266957299
340	0.3265249536
341	0.3264041895
342	0.3262516296
343	0.3261367468
344	0.3260480831
345	0.3260397071
346	0.3260127812
347	0.3258692669
348	0.3257301304
349	0.3256674859
350	0.3256395031
351	0.3255738328
352	0.3254571571
353	0.3254530247
354	0.3253026248
355	0.3251851117
356	0.3250439262
357	0.3248640787
358	0.3246042509
359	0.3244818697
360	0.3243484111
361	0.3242501413
362	0.324132856
363	0.3239960585
364	0.3238537341
365	0.323735846
366	0.3235013469
367	0.3234037096
368	0.3233820881
369	0.3232312071
370	0.3230843515
371	0.3229592256
372	0.322885177
373	0.3227459798
374	0.3226491361
375	0.322482361
376	0.3223437535
377	0.3222738663
378	0.3221892966
379	0.3220596672
380	0.3219634818
381	0.3217822955
382	0.3216895227
383	0.3215317661
384	0.3214399862
385	0.3213129096
386	0.321142144
387	0.3210417682
388	0.3209387999
389	0.3207832381
390	0.3206843502
391	0.3205367231
392	0.3204196846
393	0.3203611469
394	0.3202544218
395	0.3200667959
396	0.319954261
397	0.3198026482
398	0.3196599381
399	0.3195263341
400	0.3194535909
401	0.319305269
402	0.3191807066
403	0.3190398794
404	0.3189203375
405	0.3187979515
406	0.3186632733
407	0.3185753176
408	0.3184572665
409	0.3182833503
410	0.318137942
411	0.3180175786
412	0.3179375923
413	0.3178410175
414	0.3177439979
415	0.3176681992
416	0.3175661268
417	0.3174512696
418	0.3173257074
419	0.317261081
420	0.3171406443
421	0.3170753008
422	0.316923932
423	0.316765291
424	0.3166699226
425	0.3165928148
426	0.3164898164
427	0.3163582135
428	0.316275183
429	0.3162201682
430	0.3162093071
431	0.3161041848
432	0.3159596346
433	0.3158532591
434	0.3157318647
435	0.3156646123
436	0.315528882
437	0.3154389123
438	0.3154335226
439	0.3153225214
440	0.3152704664
441	0.3151384024
442	0.3150540446
443	0.3149352175
444	0.3148363771
445	0.3147307561
446	0.3146339677
447	0.3146159447
448	0.3145134078
449	0.3143863645
450	0.3143035852
451	0.3142507243
452	0.3140623585
453	0.3139581504
454	0.3138643133
455	0.3137316911
456	0.3136458088
457	0.3135304694
458	0.31342237
459	0.3133457961
460	0.3132515924
461	0.3131731349
462	0.3130741359
463	0.3129345869
464	0.3128407605
465	0.3126752362
466	0.3125880886
467	0.3125253676
468	0.3124530147
469	0.3123368948
470	0.3122525056
471	0.3121731838
472	0.312103577
473	0.3120377122
474	0.3119403404
475	0.3117987816
476	0.3116772441
477	0.3115814839
478	0.3115114373
479	0.3114665129
480	0.3113560882
481	0.3112181917
482	0.3111152759
483	0.3110412002
484	0.31099687
485	0.3109279245
486	0.3108528454
487	0.3107924428
488	0.3106997384
489	0.310589489
490	0.3105693713
491	0.310430934
492	0.3103345318
493	0.3102343451
494	0.3101803301
495	0.3101660128
496	0.3100989804
497	0.3099708642
498	0.3098589112
499	0.3098432351
500	0.3097552882
501	0.3096714791
502	0.3095785111
503	0.309476497
504	0.3094095234
505	0.3092953879
506	0.3091470881
507	0.3090439637
508	0.3089034705
509	0.3088187139
510	0.308726124
511	0.3086297654
512	0.3084991965
513	0.3083025995
514	0.3081947088
515	0.3080957711
516	0.3079830722
517	0.3078890766
518	0.3077441267
519	0.3076762033
520	0.307557121
521	0.3074197487
522	0.3073701668
523	0.3072823244
524	0.3071901944
525	0.3070824593
526	0.3070470018
527	0.3069585329
528	0.3068803487
529	0.3067934689
530	0.306678716
531	0.3066094388
532	0.3065350453
533	0.30643231
534	0.3063361308
535	0.3061863006
536	0.3060428115
537	0.3059348657
538	0.3058532844
539	0.3057348808
540	0.3056297275
541	0.3055324662
542	0.3054745582
543	0.3053909158
544	0.305312464
545	0.3051493531
546	0.3050422072
547	0.3049214187
548	0.3048177049
549	0.3047852214
550	0.3047184001
551	0.3046254953
552	0.3045448867
553	0.3044381365
554	0.3043599534
555	0.3042759526
556	0.3042125145
557	0.3041344986
558	0.3040666263
559	0.3040202288
560	0.3039123377
561	0.303769027
562	0.3036764074
563	0.3036055886
564	0.3035840132
565	0.3034823294
566	0.3033920242
567	0.3033191903
568	0.3032515211
569	0.3032300376
570	0.303145143
571	0.3030821614
572	0.3030099764
573	0.3029086355
574	0.3028246187
575	0.3027525075
576	0.3026630088
577	0.3025646642
578	0.3024716312
579	0.3024619466
580	0.3023699209
581	0.3022732953
582	0.302143582
583	0.302051621
584	0.3019444747
585	0.3018131631
586	0.3017546288
587	0.3016838422
588	0.3016202413
589	0.3014941729
590	0.3013689605
591	0.3013038435
592	0.301248233
593	0.3011390543
594	0.3011235885
595	0.3010271459
596	0.3008936718
597	0.3007972262
598	0.300727509
599	0.3006278855
600	0.3005850792
601	0.3004931212
602	0.3004127838
603	0.3002834623
604	0.3002094184
605	0.3001368915
606	0.3000529126
607	0.2999856448
608	0.299904447
609	0.2997988378
610	0.2997122856
611	0.299643322
612	0.299575281
613	0.2994828601
614	0.2994208646
615	0.299270871
616	0.2992020354
617	0.2991381357
618	0.2990739336
619	0.2989725727
620	0.2989340266
621	0.2988795659
622	0.2988133514
623	0.2987935669
624	0.2987201466
625	0.2986657468
626	0.2986591311
627	0.2985954144
628	0.2984842074
629	0.2984268645
630	0.2982952928
631	0.2981998497
632	0.2981028
633	0.2980486745
634	0.2979873174
635	0.2979171441
636	0.2978479909
637	0.2977560183
638	0.2976779569
639	0.2976431265
640	0.2975722716
641	0.2974780576
642	0.2973886309
643	0.2972756882
644	0.2972250643
645	0.2971742892
646	0.2970930629
647	0.297006891
648	0.2969482831
649	0.2968839902
650	0.2968118482
651	0.2967509688
652	0.2966582369
653	0.2965853288
654	0.2964756274
655	0.2964264424
656	0.2964076325
657	0.2963344166
658	0.2962641666
659	0.2962576067
660	0.2961814975
661	0.296175028
662	0.296076456
663	0.296042334
664	0.2959865904
665	0.2959032309
666	0.295851044
667	0.2957577397
668	0.2956930748
669	0.2956482165
670	0.2955694844
671	0.2954887218
672	0.2954803054
673	0.2954022363
674	0.2953471173
675	0.2952356006
676	0.2951907429
677	0.2951315752
678	0.2950392596
679	0.2949894175
680	0.2949099508
681	0.2948437075
682	0.2947860961
683	0.2946647614
684	0.2946165181
685	0.2946085817
686	0.2945394846
687	0.2944744035
688	0.294381378
689	0.2943198403
690	0.2942880376
691	0.2942850445
692	0.2942155313
693	0.2941248564
694	0.2940554956
695	0.2940153458
696	0.2939556045
697	0.2938716819
698	0.2938059554
699	0.2937372296
700	0.2936729924
701	0.2936279467
702	0.2936217536
703	0.2935467048
704	0.2934295239
705	0.2933739187
706	0.2932861665
707	0.2932097868
708	0.2931401615
709	0.2929727193
710	0.2929186145
711	0.2928554388
712	0.2927977871
713	0.2927291607
714	0.2926744872
715	0.2926169057
716	0.2925532578
717	0.2924964572
718	0.2924035221
719	0.2923425938
720	0.2922815955
721	0.2921735881
722	0.2920953947
723	0.2920131764
724	0.2919360788
725	0.2918590523
726	0.2917950123
727	0.291748501
728	0.2917061081
729	0.2916755785
730	0.2916057378
731	0.291553154
732	0.2915036077
733	0.2914481136
734	0.2913868271
735	0.2913009091
736	0.291246217
737	0.2911513222
738	0.2910898859
739	0.2910301992
740	0.2910222168
741	0.2909383035
742	0.2908833349
743	0.2908263043
744	0.2907168965
745	0.2906285726
746	0.2905625447
747	0.2905569636
748	0.2904603526
749	0.2904006635
750	0.2903320558
751	0.2903182412
752	0.2902541806
753	0.2902258833
754	0.2901707819
755	0.2901015028
756	0.2900310179
757	0.2899657024
758	0.2898926394
759	0.2898191607
760	0.289698341
761	0.2896298761
762	0.2896101455
763	0.2895702859
764	0.2895120158
765	0.2894445369
766	0.2893719401
767	0.2893052146
768	0.2892699062
769	0.289215663
770	0.2891712057
771	0.2891121986
772	0.2890172106
773	0.2889571466
774	0.2889414883
775	0.288899495
776	0.2888287974
777	0.2887289208
778	0.2886935852
779	0.2886521983
780	0.2885965376
781	0.2885531861
782	0.2885138384
783	0.2884388046
784	0.2883728172
785	0.2883428998
786	0.2882451675
787	0.2881480627
788	0.2881108261
789	0.2880022408
790	0.2879496645
791	0.2878984395
792	0.2878646855
793	0.2877777743
794	0.2877211748
795	0.2876757815
796	0.2876540011
797	0.2876053729
798	0.28751981
799	0.2874709034
800	0.2874340364
801	0.2873733724
802	0.2873376556
803	0.2872317373
804	0.2871803679
805	0.2871265703
806	0.2870264026
807	0.2869209274
808	0.2868648447
809	0.2868600154
810	0.286802275
811	0.2866838366
812	0.2865763437
813	0.2864918007
814	0.2864234375
815	0.2863938675
816	0.2863310439
817	0.2862235411
818	0.2861524
819	0.2861155332
820	0.2860221882
821	0.2859695662
822	0.2858826209
823	0.285833588
824	0.285769769
825	0.2857060742
826	0.2856222664
827	0.2855700849
828	0.2854669857
829	0.2854148969
830	0.2854008511
831	0.2853647976
832	0.2852965392
833	0.2852230232
834	0.2851600861
835	0.2850869295
836	0.2850509912
837	0.2849956706
838	0.2849297581
839	0.284878009
840	0.2848115626
841	0.2847702237
842	0.2846701114
843	0.2846041889
844	0.2845631726
845	0.2845236126
846	0.2844678528
847	0.2843997384
848	0.2843287444
849	0.2842875845
850	0.2842085777
851	0.2841275344
852	0.2840625573
853	0.2839785168
854	0.2839081043
855	0.2838564206
856	0.2838245873
857	0.2837733595
858	0.2837145214
859	0.2836433505
860	0.2835872139
861	0.2835432503
862	0.2834855371
863	0.2834140337
864	0.2833259876
865	0.2832586424
866	0.2832030398
867	0.2831994952
868	0.2831299181
869	0.2830841049
870	0.2830008363
871	0.2829408904
872	0.2828967898
873	0.2828209916
874	0.2827718949
875	0.2827346627
876	0.282688922
877	0.2826200563
878	0.282566582
879	0.2824717879
880	0.2824252171
881	0.2824144575
882	0.2824041806
883	0.2823498287
884	0.2822857183
885	0.2822332068
886	0.2821671094
887	0.2821099035
888	0.2820493666
889	0.2820185861
890	0.2819122214
891	0.2818890546
892	0.2818404329
893	0.281780233
894	0.2817359276
895	0.2816961215
896	0.2816341724
897	0.2815686999
898	0.2815158902
899	0.281466362
900	0.2814237826
901	0.2813795541
902	0.2813091641
903	0.2812584628
904	0.2812094809
905	0.2811181748
906	0.2809863021
907	0.2809353758
908	0.2808963805
909	0.2808182104
910	0.2807784368
911	0.2807109846
912	0.2806403926
913	0.2806099665
914	0.280549175
915	0.2805020048
916	0.2804065429
917	0.2803279082
918	0.2802443902
919	0.2802075893
920	0.2801422499
921	0.2800917863
922	0.2800549062
923	0.2800079625
924	0.2799615044
925	0.2799035381
926	0.2798461764
927	0.2798031649
928	0.2797743423
929	0.2797385095
930	0.2797049858
931	0.2796579747
932	0.2796286225
933	0.2795855342
934	0.2795335114
935	0.2794922336
936	0.2794437577
937	0.2793375837
938	0.2792853285
939	0.2792832721
940	0.2792261308
941	0.2791763333
942	0.279123836
943	0.2790389573
944	0.2789744302
945	0.278925133
946	0.2788604874
947	0.2788452896
948	0.2787336401
949	0.2786385764
950	0.278568686
951	0.2785190531
952	0.2784519276
953	0.2783954415
954	0.2783160198
955	0.2782923841
956	0.2782371345
957	0.2781853107
958	0.2781554221
959	0.2781540311
960	0.2781529892
961	0.2781194263
962	0.2780881792
963	0.2780589099
964	0.2780145917
965	0.2779621201
966	0.2779146701
967	0.277873906
968	0.2778253085
969	0.2777889607
970	0.2777583657
971	0.2777077822
972	0.2776835076
973	0.2776505949
974	0.2776492721
975	0.2776201455
976	0.2775288778
977	0.2774694988
978	0.2773799564
979	0.2772862487
980	0.277218415
981	0.2771835648
982	0.2771590101
983	0.2771024094
984	0.2770778522
985	0.2770208727
986	0.2769850226
987	0.2769261246
988	0.2768728447
989	0.2768451114
990	0.2768445114
991	0.2767939311
992	0.2767484019
993	0.2767112599
994	0.2766233019
995	0.2765754818
996	0.2765233137
997	0.2764606591
998	0.27641306
999	0.2763371928
